instant,dteday,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_check,season,time_cluster
1874,2011-03-23,0,3,20,0,3,1,3,0.36,0.303,0.87,0.6418,3,72,75,75,2,Malam
1875,2011-03-23,0,3,21,0,3,1,3,0.32,0.2879,1.0,0.4179,0,22,22,22,2,Malam
1876,2011-03-23,0,3,22,0,3,1,2,0.32,0.3182,0.93,0.1642,6,38,44,44,2,Malam
1877,2011-03-23,0,3,23,0,3,1,3,0.32,0.3333,0.9,0.0,2,24,26,26,2,Malam
1878,2011-03-24,0,3,0,0,4,1,2,0.32,0.303,0.93,0.2239,0,11,11,11,2,
1879,2011-03-24,0,3,1,0,4,1,2,0.3,0.2879,1.0,0.2239,0,3,3,3,2,Pagi
1880,2011-03-24,0,3,2,0,4,1,2,0.3,0.2879,1.0,0.2537,0,6,6,6,2,Pagi
1881,2011-03-24,0,3,3,0,4,1,2,0.28,0.2727,1.0,0.194,1,0,1,1,2,Pagi
1882,2011-03-24,0,3,4,0,4,1,2,0.28,0.2727,1.0,0.194,0,1,1,1,2,Pagi
1883,2011-03-24,0,3,5,0,4,1,2,0.28,0.2727,0.93,0.2239,1,8,9,9,2,Pagi
1884,2011-03-24,0,3,6,0,4,1,2,0.28,0.2727,0.93,0.2239,0,41,41,41,2,Pagi
1885,2011-03-24,0,3,7,0,4,1,3,0.26,0.2576,1.0,0.2239,2,106,108,108,2,Siang
1886,2011-03-24,0,3,8,0,4,1,3,0.26,0.2273,1.0,0.2985,4,120,124,124,2,Siang
1887,2011-03-24,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239,3,94,97,97,2,Siang
1888,2011-03-24,0,3,10,0,4,1,2,0.26,0.2273,0.93,0.3284,10,55,65,65,2,Siang
1889,2011-03-24,0,3,11,0,4,1,2,0.3,0.2727,0.81,0.2985,10,61,71,71,2,Siang
1890,2011-03-24,0,3,12,0,4,1,2,0.3,0.2727,0.7,0.3284,12,82,94,94,2,Siang
1891,2011-03-24,0,3,13,0,4,1,2,0.32,0.303,0.7,0.2239,11,90,101,101,2,Sore
1892,2011-03-24,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343,17,66,83,83,2,Sore
1893,2011-03-24,0,3,15,0,4,1,2,0.3,0.2879,0.7,0.2537,13,77,90,90,2,Sore
1894,2011-03-24,0,3,16,0,4,1,2,0.3,0.2879,0.65,0.2239,6,78,84,84,2,Sore
1895,2011-03-24,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239,12,221,233,233,2,Sore
1896,2011-03-24,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,17,197,214,214,2,Sore
1897,2011-03-24,0,3,19,0,4,1,1,0.3,0.2727,0.56,0.3881,16,122,138,138,2,Malam
1898,2011-03-24,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,8,110,118,118,2,Malam
1899,2011-03-24,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239,11,67,78,78,2,Malam
1900,2011-03-24,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,3,59,62,62,2,Malam
1901,2011-03-24,0,3,23,0,4,1,1,0.24,0.2273,0.65,0.194,9,24,33,33,2,Malam
1902,2011-03-25,0,3,0,0,5,1,1,0.24,0.2273,0.6,0.194,1,17,18,18,2,
1903,2011-03-25,0,3,1,0,5,1,1,0.2,0.2121,0.69,0.1642,0,5,5,5,2,Pagi
1904,2011-03-25,0,3,2,0,5,1,1,0.2,0.197,0.69,0.2239,0,5,5,5,2,Pagi
1905,2011-03-25,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,2,2,2,2,Pagi
1906,2011-03-25,0,3,4,0,5,1,1,0.18,0.2121,0.74,0.1045,3,2,5,5,2,Pagi
1907,2011-03-25,0,3,5,0,5,1,1,0.18,0.197,0.74,0.1642,0,9,9,9,2,Pagi
1908,2011-03-25,0,3,6,0,5,1,1,0.18,0.1818,0.74,0.2239,0,32,32,32,2,Pagi
1909,2011-03-25,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582,4,100,104,104,2,Siang
1910,2011-03-25,0,3,8,0,5,1,1,0.22,0.2121,0.51,0.2836,9,228,237,237,2,Siang
1911,2011-03-25,0,3,9,0,5,1,1,0.24,0.2121,0.48,0.2985,16,150,166,166,2,Siang
1912,2011-03-25,0,3,10,0,5,1,1,0.26,0.2576,0.48,0.0,15,53,68,68,2,Siang
1913,2011-03-25,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,17,58,75,75,2,Siang
1914,2011-03-25,0,3,12,0,5,1,1,0.32,0.303,0.42,0.2537,37,108,145,145,2,Siang
1915,2011-03-25,0,3,13,0,5,1,1,0.32,0.3182,0.39,0.194,34,104,138,138,2,Sore
1916,2011-03-25,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284,30,103,133,133,2,Sore
1917,2011-03-25,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,43,79,122,122,2,Sore
1918,2011-03-25,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,23,127,150,150,2,Sore
1919,2011-03-25,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,23,202,225,225,2,Sore
1920,2011-03-25,0,3,18,0,5,1,1,0.3,0.2879,0.39,0.2537,8,190,198,198,2,Sore
1921,2011-03-25,0,3,19,0,5,1,2,0.3,0.2879,0.36,0.2836,9,126,135,135,2,Malam
1922,2011-03-25,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,6,75,81,81,2,Malam
1923,2011-03-25,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,11,64,75,75,2,Malam
1924,2011-03-25,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,3,40,43,43,2,Malam
1925,2011-03-25,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,8,31,39,39,2,Malam
1926,2011-03-26,0,3,0,0,6,0,2,0.26,0.2424,0.38,0.2836,3,25,28,28,2,
1927,2011-03-26,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985,3,24,27,27,2,Pagi
1928,2011-03-26,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,4,21,25,25,2,Pagi
1929,2011-03-26,0,3,3,0,6,0,1,0.2,0.197,0.47,0.194,2,7,9,9,2,Pagi
1930,2011-03-26,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,2,4,6,6,2,Pagi
1931,2011-03-26,0,3,5,0,6,0,1,0.2,0.197,0.51,0.194,0,8,8,8,2,Pagi
1932,2011-03-26,0,3,6,0,6,0,1,0.18,0.1818,0.55,0.194,2,8,10,10,2,Pagi
1933,2011-03-26,0,3,7,0,6,0,1,0.2,0.197,0.51,0.194,18,23,41,41,2,Siang
1934,2011-03-26,0,3,8,0,6,0,1,0.22,0.2273,0.44,0.1343,24,42,66,66,2,Siang
1935,2011-03-26,0,3,9,0,6,0,1,0.24,0.2424,0.41,0.1343,32,68,100,100,2,Siang
1936,2011-03-26,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,32,93,125,125,2,Siang
1937,2011-03-26,0,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642,75,93,168,168,2,Siang
1938,2011-03-26,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,98,129,227,227,2,Siang
1939,2011-03-26,0,3,13,0,6,0,1,0.32,0.303,0.33,0.2239,94,145,239,239,2,Sore
1940,2011-03-26,0,3,14,0,6,0,1,0.34,0.3182,0.29,0.2239,93,123,216,216,2,Sore
1941,2011-03-26,0,3,15,0,6,0,1,0.34,0.3333,0.29,0.194,110,109,219,219,2,Sore
1942,2011-03-26,0,3,16,0,6,0,1,0.34,0.3333,0.23,0.194,118,130,248,248,2,Sore
1943,2011-03-26,0,3,17,0,6,0,1,0.32,0.303,0.24,0.2239,102,101,203,203,2,Sore
1944,2011-03-26,0,3,18,0,6,0,2,0.32,0.3182,0.21,0.1642,64,89,153,153,2,Sore
1945,2011-03-26,0,3,19,0,6,0,2,0.28,0.2727,0.45,0.2537,45,93,138,138,2,Malam
1946,2011-03-26,0,3,20,0,6,0,2,0.28,0.2727,0.45,0.2537,18,67,85,85,2,Malam
1947,2011-03-26,0,3,21,0,6,0,2,0.26,0.2576,0.44,0.194,15,36,51,51,2,Malam
1948,2011-03-26,0,3,22,0,6,0,2,0.28,0.2727,0.41,0.2239,17,46,63,63,2,Malam
1949,2011-03-26,0,3,23,0,6,0,2,0.26,0.2424,0.44,0.2836,10,31,41,41,2,Malam
1950,2011-03-27,0,3,0,0,0,0,2,0.26,0.2576,0.41,0.1642,5,26,31,31,2,
1951,2011-03-27,0,3,1,0,0,0,2,0.24,0.2273,0.52,0.194,3,17,20,20,2,Pagi
1952,2011-03-27,0,3,2,0,0,0,3,0.22,0.2273,0.55,0.194,6,15,21,21,2,Pagi
1953,2011-03-27,0,3,3,0,0,0,3,0.2,0.197,0.69,0.2239,0,14,14,14,2,Pagi
1954,2011-03-27,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,1,5,6,6,2,Pagi
1955,2011-03-27,0,3,6,0,0,0,3,0.16,0.1818,0.86,0.1343,0,2,2,2,2,Pagi
1956,2011-03-27,0,3,7,0,0,0,3,0.16,0.1667,0.86,0.1642,0,7,7,7,2,Siang
1957,2011-03-27,0,3,8,0,0,0,1,0.2,0.197,0.69,0.2239,6,8,14,14,2,Siang
1958,2011-03-27,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,17,37,54,54,2,Siang
1959,2011-03-27,0,3,10,0,0,0,2,0.22,0.2121,0.55,0.2239,27,59,86,86,2,Siang
1960,2011-03-27,0,3,11,0,0,0,2,0.24,0.2424,0.48,0.1642,23,85,108,108,2,Siang
1961,2011-03-27,0,3,12,0,0,0,2,0.26,0.2576,0.44,0.2239,43,120,163,163,2,Siang
1962,2011-03-27,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,47,100,147,147,2,Sore
1963,2011-03-27,0,3,14,0,0,0,1,0.32,0.3182,0.36,0.1642,61,103,164,164,2,Sore
1964,2011-03-27,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,61,111,172,172,2,Sore
1965,2011-03-27,0,3,16,0,0,0,1,0.34,0.3333,0.34,0.0,45,98,143,143,2,Sore
1966,2011-03-27,0,3,17,0,0,0,1,0.32,0.303,0.31,0.2537,50,109,159,159,2,Sore
1967,2011-03-27,0,3,18,0,0,0,1,0.3,0.2879,0.33,0.194,32,105,137,137,2,Sore
1968,2011-03-27,0,3,19,0,0,0,1,0.3,0.2879,0.31,0.2239,23,80,103,103,2,Malam
1969,2011-03-27,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,7,50,57,57,2,Malam
1970,2011-03-27,0,3,21,0,0,0,1,0.26,0.2576,0.41,0.1642,7,29,36,36,2,Malam
1971,2011-03-27,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,5,25,30,30,2,Malam
1972,2011-03-27,0,3,23,0,0,0,1,0.26,0.2576,0.44,0.194,3,16,19,19,2,Malam
1973,2011-03-28,0,3,0,0,1,1,1,0.22,0.2273,0.55,0.194,1,11,12,12,2,
1974,2011-03-28,0,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,2,4,6,6,2,Pagi
1975,2011-03-28,0,3,2,0,1,1,1,0.22,0.2273,0.44,0.1642,0,5,5,5,2,Pagi
1976,2011-03-28,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0,2,2,2,2,Pagi
1977,2011-03-28,0,3,5,0,1,1,1,0.18,0.1818,0.43,0.194,0,8,8,8,2,Pagi
1978,2011-03-28,0,3,6,0,1,1,1,0.18,0.1667,0.34,0.2836,0,40,40,40,2,Pagi
1979,2011-03-28,0,3,7,0,1,1,1,0.2,0.1818,0.32,0.3284,6,104,110,110,2,Siang
1980,2011-03-28,0,3,8,0,1,1,1,0.2,0.197,0.34,0.2239,15,239,254,254,2,Siang
1981,2011-03-28,0,3,9,0,1,1,2,0.22,0.2121,0.32,0.2239,12,109,121,121,2,Siang
1982,2011-03-28,0,3,10,0,1,1,1,0.24,0.2273,0.3,0.194,22,47,69,69,2,Siang
1983,2011-03-28,0,3,11,0,1,1,2,0.26,0.2424,0.3,0.2836,18,39,57,57,2,Siang
1984,2011-03-28,0,3,12,0,1,1,2,0.26,0.2727,0.25,0.0,8,71,79,79,2,Siang
1985,2011-03-28,0,3,13,0,1,1,2,0.3,0.2879,0.24,0.2239,14,69,83,83,2,Sore
1986,2011-03-28,0,3,14,0,1,1,1,0.32,0.303,0.22,0.2239,15,65,80,80,2,Sore
1987,2011-03-28,0,3,15,0,1,1,1,0.32,0.303,0.24,0.2836,19,53,72,72,2,Sore
1988,2011-03-28,0,3,16,0,1,1,1,0.34,0.3182,0.23,0.2239,15,117,132,132,2,Sore
1989,2011-03-28,0,3,17,0,1,1,1,0.34,0.303,0.23,0.2985,25,227,252,252,2,Sore
1990,2011-03-28,0,3,18,0,1,1,1,0.32,0.303,0.21,0.2836,21,220,241,241,2,Sore
1991,2011-03-28,0,3,19,0,1,1,1,0.3,0.303,0.22,0.1343,17,156,173,173,2,Malam
1992,2011-03-28,0,3,20,0,1,1,1,0.32,0.3333,0.22,0.1045,5,107,112,112,2,Malam
1993,2011-03-28,0,3,21,0,1,1,1,0.32,0.3333,0.21,0.1343,6,55,61,61,2,Malam
1994,2011-03-28,0,3,22,0,1,1,1,0.3,0.2879,0.22,0.2239,0,40,40,40,2,Malam
1995,2011-03-28,0,3,23,0,1,1,1,0.28,0.2576,0.24,0.2985,1,18,19,19,2,Malam
1996,2011-03-29,0,3,0,0,2,1,1,0.26,0.2273,0.28,0.3284,1,15,16,16,2,
1997,2011-03-29,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,0,4,4,4,2,Pagi
1998,2011-03-29,0,3,2,0,2,1,1,0.24,0.2121,0.32,0.2985,0,3,3,3,2,Pagi
1999,2011-03-29,0,3,3,0,2,1,1,0.24,0.2121,0.32,0.2985,2,1,3,3,2,Pagi
2000,2011-03-29,0,3,4,0,2,1,1,0.2,0.2121,0.44,0.1642,1,1,2,2,2,Pagi
2001,2011-03-29,0,3,5,0,2,1,1,0.22,0.2121,0.37,0.2537,0,8,8,8,2,Pagi
2002,2011-03-29,0,3,6,0,2,1,1,0.22,0.2121,0.41,0.2985,4,46,50,50,2,Pagi
2003,2011-03-29,0,3,7,0,2,1,1,0.22,0.197,0.41,0.3582,5,128,133,133,2,Siang
2004,2011-03-29,0,3,8,0,2,1,1,0.24,0.2121,0.35,0.3582,19,268,287,287,2,Siang
2005,2011-03-29,0,3,9,0,2,1,1,0.28,0.2576,0.28,0.3881,16,156,172,172,2,Siang
2006,2011-03-29,0,3,10,0,2,1,1,0.3,0.2727,0.24,0.2985,13,46,59,59,2,Siang
2007,2011-03-29,0,3,11,0,2,1,2,0.34,0.303,0.25,0.3881,18,63,81,81,2,Siang
2008,2011-03-29,0,3,12,0,2,1,1,0.34,0.3333,0.25,0.1642,29,77,106,106,2,Siang
2009,2011-03-29,0,3,13,0,2,1,1,0.34,0.303,0.25,0.2985,24,80,104,104,2,Sore
2010,2011-03-29,0,3,14,0,2,1,1,0.36,0.3333,0.25,0.2537,20,66,86,86,2,Sore
2011,2011-03-29,0,3,15,0,2,1,1,0.38,0.3939,0.25,0.2239,22,65,87,87,2,Sore
2012,2011-03-29,0,3,16,0,2,1,1,0.38,0.3939,0.22,0.1642,12,124,136,136,2,Sore
2013,2011-03-29,0,3,17,0,2,1,1,0.4,0.4091,0.2,0.1343,34,265,299,299,2,Sore
2014,2011-03-29,0,3,18,0,2,1,1,0.36,0.3636,0.21,0.0896,42,252,294,294,2,Sore
2015,2011-03-29,0,3,19,0,2,1,1,0.34,0.3333,0.23,0.194,20,170,190,190,2,Malam
2016,2011-03-29,0,3,20,0,2,1,1,0.36,0.3636,0.21,0.0896,13,119,132,132,2,Malam
2017,2011-03-29,0,3,21,0,2,1,1,0.34,0.3636,0.42,0.0,8,75,83,83,2,Malam
2018,2011-03-29,0,3,22,0,2,1,1,0.34,0.3636,0.49,0.0,6,49,55,55,2,Malam
2019,2011-03-29,0,3,23,0,2,1,2,0.32,0.3333,0.57,0.1045,8,27,35,35,2,Malam
2020,2011-03-30,0,3,0,0,3,1,2,0.32,0.3485,0.57,0.0,3,8,11,11,2,
2021,2011-03-30,0,3,1,0,3,1,1,0.32,0.3485,0.39,0.0,1,9,10,10,2,Pagi
2022,2011-03-30,0,3,2,0,3,1,2,0.32,0.3485,0.57,0.0,0,4,4,4,2,Pagi
2023,2011-03-30,0,3,3,0,3,1,2,0.32,0.3485,0.49,0.0,0,4,4,4,2,Pagi
2024,2011-03-30,0,3,4,0,3,1,2,0.32,0.3485,0.57,0.0,1,0,1,1,2,Pagi
2025,2011-03-30,0,3,5,0,3,1,2,0.3,0.2879,0.56,0.194,0,7,7,7,2,Pagi
2026,2011-03-30,0,3,6,0,3,1,2,0.3,0.303,0.49,0.1343,4,44,48,48,2,Pagi
2027,2011-03-30,0,3,7,0,3,1,2,0.32,0.3333,0.45,0.1045,8,128,136,136,2,Siang
2028,2011-03-30,0,3,8,0,3,1,2,0.32,0.3182,0.49,0.1642,16,247,263,263,2,Siang
2029,2011-03-30,0,3,9,0,3,1,2,0.32,0.303,0.45,0.2239,7,147,154,154,2,Siang
2030,2011-03-30,0,3,10,0,3,1,2,0.34,0.3182,0.46,0.2239,13,51,64,64,2,Siang
2031,2011-03-30,0,3,11,0,3,1,2,0.34,0.3182,0.46,0.2537,26,64,90,90,2,Siang
2032,2011-03-30,0,3,12,0,3,1,2,0.34,0.3333,0.46,0.1642,15,65,80,80,2,Siang
2033,2011-03-30,0,3,13,0,3,1,2,0.36,0.3485,0.46,0.2239,14,84,98,98,2,Sore
2034,2011-03-30,0,3,14,0,3,1,2,0.36,0.3333,0.46,0.2985,16,64,80,80,2,Sore
2035,2011-03-30,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985,14,56,70,70,2,Sore
2036,2011-03-30,0,3,16,0,3,1,3,0.28,0.2727,0.87,0.2537,0,36,36,36,2,Sore
2037,2011-03-30,0,3,17,0,3,1,3,0.26,0.2727,0.93,0.1045,11,105,116,116,2,Sore
2038,2011-03-30,0,3,18,0,3,1,2,0.26,0.2576,0.93,0.2239,6,79,85,85,2,Sore
2039,2011-03-30,0,3,19,0,3,1,2,0.26,0.2576,0.93,0.2239,5,67,72,72,2,Malam
2040,2011-03-30,0,3,20,0,3,1,3,0.24,0.2121,0.93,0.2985,4,40,44,44,2,Malam
2041,2011-03-30,0,3,21,0,3,1,2,0.24,0.2273,0.93,0.2537,0,27,27,27,2,Malam
2042,2011-03-30,0,3,22,0,3,1,3,0.24,0.2273,0.93,0.2239,3,21,24,24,2,Malam
2043,2011-03-30,0,3,23,0,3,1,3,0.24,0.2121,0.93,0.2836,1,11,12,12,2,Malam
2044,2011-03-31,0,3,0,0,4,1,3,0.24,0.2273,0.93,0.2239,0,3,3,3,2,
2045,2011-03-31,0,3,1,0,4,1,3,0.24,0.2273,0.93,0.194,1,4,5,5,2,Pagi
2046,2011-03-31,0,3,2,0,4,1,3,0.24,0.2273,0.93,0.194,0,5,5,5,2,Pagi
2047,2011-03-31,0,3,3,0,4,1,3,0.24,0.2273,0.93,0.2239,0,1,1,1,2,Pagi
2048,2011-03-31,0,3,4,0,4,1,3,0.24,0.2273,0.93,0.2537,0,2,2,2,2,Pagi
2049,2011-03-31,0,3,5,0,4,1,3,0.24,0.2273,0.93,0.2239,0,8,8,8,2,Pagi
2050,2011-03-31,0,3,6,0,4,1,3,0.24,0.2121,0.93,0.2985,2,34,36,36,2,Pagi
2051,2011-03-31,0,3,7,0,4,1,3,0.24,0.2273,0.93,0.2537,5,87,92,92,2,Siang
2052,2011-03-31,0,3,8,0,4,1,2,0.24,0.2273,1.0,0.2537,7,185,192,192,2,Siang
2053,2011-03-31,0,3,9,0,4,1,3,0.26,0.2424,0.93,0.2537,6,126,132,132,2,Siang
2054,2011-03-31,0,3,10,0,4,1,3,0.26,0.2424,0.93,0.2537,15,54,69,69,2,Siang
2055,2011-03-31,0,3,11,0,4,1,3,0.28,0.2727,0.93,0.194,6,52,58,58,2,Siang
2056,2011-03-31,0,3,12,0,4,1,3,0.28,0.2727,0.93,0.194,17,73,90,90,2,Siang
2057,2011-03-31,0,3,13,0,4,1,3,0.3,0.303,0.87,0.1343,13,55,68,68,2,Sore
2058,2011-03-31,0,3,14,0,4,1,3,0.3,0.303,0.87,0.1343,27,49,76,76,2,Sore
2059,2011-03-31,0,3,15,0,4,1,3,0.3,0.2727,0.87,0.2985,4,61,65,65,2,Sore
2060,2011-03-31,0,3,16,0,4,1,2,0.3,0.2879,0.87,0.2537,13,72,85,85,2,Sore
2061,2011-03-31,0,3,17,0,4,1,2,0.3,0.2879,0.87,0.2537,15,153,168,168,2,Sore
2062,2011-03-31,0,3,18,0,4,1,2,0.3,0.303,0.87,0.1343,12,165,177,177,2,Sore
2063,2011-03-31,0,3,19,0,4,1,2,0.3,0.303,0.87,0.1343,12,118,130,130,2,Malam
2064,2011-03-31,0,3,20,0,4,1,3,0.28,0.2576,0.93,0.2836,6,79,85,85,2,Malam
2065,2011-03-31,0,3,21,0,4,1,2,0.28,0.2727,0.93,0.1642,7,53,60,60,2,Malam
2066,2011-03-31,0,3,22,0,4,1,3,0.28,0.2727,0.93,0.2537,7,44,51,51,2,Malam
2067,2011-03-31,0,3,23,0,4,1,3,0.26,0.2576,1.0,0.1642,4,23,27,27,2,Malam
2068,2011-04-01,0,4,0,0,5,1,3,0.26,0.2576,1.0,0.1642,0,6,6,6,2,
2069,2011-04-01,0,4,1,0,5,1,3,0.26,0.2576,1.0,0.1642,0,4,4,4,2,Pagi
2070,2011-04-01,0,4,2,0,5,1,3,0.26,0.2576,0.93,0.194,0,7,7,7,2,Pagi
2071,2011-04-01,0,4,3,0,5,1,2,0.24,0.2273,0.93,0.2537,0,4,4,4,2,Pagi
2072,2011-04-01,0,4,4,0,5,1,2,0.24,0.2273,0.93,0.2537,0,3,3,3,2,Pagi
2073,2011-04-01,0,4,5,0,5,1,3,0.24,0.2273,0.93,0.2239,1,11,12,12,2,Pagi
2074,2011-04-01,0,4,6,0,5,1,3,0.24,0.2273,0.93,0.2239,2,26,28,28,2,Pagi
2075,2011-04-01,0,4,7,0,5,1,3,0.24,0.2424,0.93,0.0,4,91,95,95,2,Siang
2076,2011-04-01,0,4,8,0,5,1,2,0.26,0.2424,0.87,0.2537,8,198,206,206,2,Siang
2077,2011-04-01,0,4,9,0,5,1,1,0.32,0.2879,0.7,0.3582,11,162,173,173,2,Siang
2078,2011-04-01,0,4,10,0,5,1,1,0.32,0.303,0.66,0.2836,12,63,75,75,2,Siang
2079,2011-04-01,0,4,11,0,5,1,1,0.32,0.2879,0.61,0.3582,17,72,89,89,2,Siang
2080,2011-04-01,0,4,12,0,5,1,1,0.34,0.303,0.53,0.3582,15,80,95,95,2,Siang
2081,2011-04-01,0,4,13,0,5,1,1,0.36,0.3333,0.5,0.3582,18,92,110,110,2,Sore
2082,2011-04-01,0,4,14,0,5,1,2,0.36,0.3333,0.46,0.3582,26,61,87,87,2,Sore
2083,2011-04-01,0,4,15,0,5,1,1,0.34,0.303,0.46,0.4179,30,81,111,111,2,Sore
2084,2011-04-01,0,4,16,0,5,1,1,0.34,0.303,0.46,0.4179,42,125,167,167,2,Sore
2085,2011-04-01,0,4,17,0,5,1,1,0.34,0.303,0.46,0.3284,36,245,281,281,2,Sore
2086,2011-04-01,0,4,18,0,5,1,1,0.34,0.303,0.46,0.3284,36,205,241,241,2,Sore
2087,2011-04-01,0,4,19,0,5,1,1,0.34,0.303,0.49,0.3284,16,120,136,136,2,Malam
2088,2011-04-01,0,4,20,0,5,1,1,0.32,0.3182,0.53,0.194,2,75,77,77,2,Malam
2089,2011-04-01,0,4,21,0,5,1,1,0.32,0.3333,0.53,0.1343,9,84,93,93,2,Malam
2090,2011-04-01,0,4,22,0,5,1,1,0.3,0.303,0.56,0.1642,10,64,74,74,2,Malam
2091,2011-04-01,0,4,23,0,5,1,1,0.3,0.3182,0.61,0.0896,12,41,53,53,2,Malam
2092,2011-04-02,0,4,0,0,6,0,2,0.3,0.3333,0.61,0.0,3,29,32,32,2,
2093,2011-04-02,0,4,1,0,6,0,1,0.26,0.2727,0.65,0.1343,4,28,32,32,2,Pagi
2094,2011-04-02,0,4,2,0,6,0,1,0.24,0.2424,0.75,0.1343,1,20,21,21,2,Pagi
2095,2011-04-02,0,4,3,0,6,0,1,0.24,0.2424,0.7,0.1642,1,8,9,9,2,Pagi
2096,2011-04-02,0,4,4,0,6,0,1,0.24,0.2424,0.7,0.1642,0,5,5,5,2,Pagi
2097,2011-04-02,0,4,5,0,6,0,2,0.24,0.2424,0.75,0.1642,1,4,5,5,2,Pagi
2098,2011-04-02,0,4,6,0,6,0,1,0.26,0.2727,0.7,0.1045,5,7,12,12,2,Pagi
2099,2011-04-02,0,4,7,0,6,0,2,0.26,0.2727,0.7,0.1045,2,16,18,18,2,Siang
2100,2011-04-02,0,4,8,0,6,0,1,0.3,0.3182,0.7,0.1045,10,45,55,55,2,Siang
2101,2011-04-02,0,4,9,0,6,0,2,0.34,0.3485,0.66,0.1045,22,65,87,87,2,Siang
2102,2011-04-02,0,4,10,0,6,0,2,0.36,0.3485,0.57,0.1642,41,113,154,154,2,Siang
2103,2011-04-02,0,4,11,0,6,0,2,0.4,0.4091,0.47,0.1642,72,126,198,198,2,Siang
2104,2011-04-02,0,4,12,0,6,0,3,0.32,0.3333,0.81,0.1343,84,100,184,184,2,Siang
2105,2011-04-02,0,4,13,0,6,0,1,0.34,0.3333,0.81,0.1343,56,81,137,137,2,Sore
2106,2011-04-02,0,4,14,0,6,0,3,0.32,0.303,0.76,0.3284,97,93,190,190,2,Sore
2107,2011-04-02,0,4,15,0,6,0,3,0.34,0.303,0.76,0.3881,72,64,136,136,2,Sore
2108,2011-04-02,0,4,16,0,6,0,1,0.38,0.3939,0.62,0.3284,111,85,196,196,2,Sore
2109,2011-04-02,0,4,17,0,6,0,1,0.38,0.3939,0.54,0.3582,89,95,184,184,2,Sore
2110,2011-04-02,0,4,18,0,6,0,1,0.38,0.3939,0.54,0.194,69,110,179,179,2,Sore
2111,2011-04-02,0,4,19,0,6,0,1,0.36,0.3333,0.53,0.3582,71,77,148,148,2,Malam
2112,2011-04-02,0,4,20,0,6,0,1,0.34,0.3182,0.53,0.2836,29,56,85,85,2,Malam
2113,2011-04-02,0,4,21,0,6,0,1,0.32,0.303,0.61,0.2537,24,53,77,77,2,Malam
2114,2011-04-02,0,4,22,0,6,0,1,0.32,0.303,0.61,0.2985,14,41,55,55,2,Malam
2115,2011-04-02,0,4,23,0,6,0,1,0.32,0.3182,0.61,0.1642,20,33,53,53,2,Malam
2116,2011-04-03,0,4,0,0,0,0,1,0.3,0.2879,0.65,0.194,8,31,39,39,2,
2117,2011-04-03,0,4,1,0,0,0,1,0.3,0.3182,0.61,0.1045,8,26,34,34,2,Pagi
2118,2011-04-03,0,4,2,0,0,0,1,0.26,0.2727,0.7,0.1343,5,19,24,24,2,Pagi
2119,2011-04-03,0,4,3,0,0,0,1,0.3,0.3333,0.61,0.0,3,8,11,11,2,Pagi
2120,2011-04-03,0,4,4,0,0,0,1,0.28,0.303,0.7,0.0896,3,0,3,3,2,Pagi
2121,2011-04-03,0,4,5,0,0,0,1,0.28,0.2727,0.65,0.2239,1,4,5,5,2,Pagi
2122,2011-04-03,0,4,6,0,0,0,1,0.28,0.2727,0.65,0.194,10,23,33,33,2,Pagi
